Date,Region,Facility,Energy_MWh,Emission_Factor,Production,Emissions_tCO2,Waste_Kg,Renewable_percent,Transport_Emissions,PolicyWeight
"Thursday, August 01, 2024",Region 1,Facility 20,1355.18047,EF,5998.12,50.64,103102.0,40.0,0,0.8
"Monday, May 01, 2023",Region 1,Facility 20,1355.73208,EF,4583.05,94.41,58145.3,40.0,0,0.8
"Sunday, September 01, 2024",Region 1,Facility 23,1356.04174,EF,1120.03,83.65,126219.68,40.0,0,0.8
"Wednesday, May 01, 2024",Region 1,Facility 19,1357.42984,EF,5940.4,92.05,273471.6,40.0,0,0.8
"Sunday, October 01, 2023",Region 1,Facility 17,1358.42808,EF,1034.4,171.71,44339.0,40.0,0,0.8
"Saturday, February 01, 2025",Region 1,Facility 23,1362.86191,EF,1236.14,91.2,121352.9,40.0,0,0.8
"Tuesday, November 01, 2022",Region 1,Facility 11,1366.00568,EF,1362.22,234.69,13754.8,40.0,0,0.8
"Sunday, December 01, 2024",Region 4,Facility 22,1367.7403,EF,1208.29,94.85,89290.0,40.0,0,1.0
"Friday, August 01, 2025",Region 2,Facility 24,1368.95084,EF,14760.0,70.59,144800.0,40.0,0,1.2
"Monday, July 01, 2024",Region 1,Facility 20,1371.9263,EF,7023.53,58.75,104942.0,40.0,0,0.8
"Sunday, June 01, 2025",Region 2,Facility 24,1373.77984,EF,15514.0,70.66,107820.0,40.0,0,1.2
"Wednesday, February 01, 2023",Region 4,Facility 22,1373.865,EF,1210.39,98.42,85807.0,40.0,0,1.0
"Saturday, February 01, 2025",Region 1,Facility 20,1374.76539,EF,8741.21,110.37,123914.0,40.0,0,0.8
"Friday, November 01, 2024",Region 1,Facility 23,1376.46806,EF,1228.29,95.72,157698.75,40.0,0,0.8
"Saturday, October 01, 2022",Region 2,Facility 16,1377.368,EF,4459.0,174.36,20640.0,,0,1.2
"Tuesday, October 01, 2024",Region 1,Facility 17,1377.51626,EF,1161.3,174.2,44527.0,40.0,0,0.8
"Saturday, February 01, 2025",Region 1,Facility 19,1377.86495,EF,7101.14,84.78,304186.0,40.0,0,0.8
"Sunday, September 01, 2024",Region 1,Facility 20,1382.95512,EF,11443.56,55.94,153507.0,40.0,0,0.8
"Saturday, June 01, 2024",Region 2,Facility 16,1384.776,EF,4543.2,183.26,20320.0,,0,1.2
"Saturday, March 01, 2025",Region 1,Facility 19,1388.11575,EF,7176.16,84.78,305674.0,40.0,0,0.8
"Tuesday, October 01, 2024",Region 1,Facility 23,1388.87607,EF,1157.54,96.64,133790.35,40.0,0,0.8
"Thursday, September 01, 2022",Region 1,Facility 19,1389.90869,EF,6688.14,87.36,371396.2,40.0,0,0.8
"Friday, December 01, 2023",Region 2,Facility 18,1390.0864,EF,916.0,166.85,92849.0,,0,1.2
"Saturday, October 01, 2022",Region 1,Facility 20,1391.14198,EF,6918.97,94.98,67938.08,40.0,0,0.8
"Friday, September 01, 2023",Region 1,Facility 17,1391.3038,EF,1198.24,183.23,55783.0,40.0,0,0.8
"Saturday, October 01, 2022",Region 2,Facility 24,1392.4684,EF,13866.0,101.08,164730.0,40.0,0,1.2
"Saturday, January 01, 2022",Region 1,Facility 23,1392.529,EF,1254.75,88.7,93812.0,40.0,0,0.8
"Thursday, September 01, 2022",Region 2,Facility 16,1395.831,EF,3937.0,170.35,37140.0,,0,1.2
"Wednesday, January 01, 2025",Region 1,Facility 20,1397.2106,EF,9939.06,111.57,133701.0,40.0,0,0.8
"Wednesday, February 01, 2023",Region 1,Facility 20,1399.25258,EF,4028.89,138.77,84071.4,40.0,0,0.8
"Sunday, December 01, 2024",Region 2,Facility 16,1400.985,EF,5955.0,190.22,8140.0,,0,1.2
"Tuesday, April 01, 2025",Region 1,Facility 23,1401.37039,EF,995.85,93.7,73249.6,40.0,0,0.8
"Monday, April 01, 2024",Region 1,Facility 20,1402.09416,EF,8013.53,106.32,154689.5,40.0,0,0.8
"Wednesday, March 01, 2023",Region 1,Facility 19,1405.33208,EF,6063.0,88.66,339035.0,40.0,0,0.8
"Tuesday, November 01, 2022",Region 1,Facility 25,1408.09238,EF,16190.13,47.76,379493.0,40.0,0,0.8
"Tuesday, October 01, 2024",Region 1,Facility 11,1408.5719,EF,1393.71,237.26,14164.0,40.0,0,0.8
"Friday, April 01, 2022",Region 2,Facility 18,1410.984,EF,2404.38,145.42,125183.0,,0,1.2
"Friday, March 01, 2024",Region 1,Facility 20,1414.1147,EF,6338.44,126.95,80187.0,40.0,0,0.8
"Friday, November 01, 2024",Region 2,Facility 18,1415.701,EF,1824.3,153.54,152379.0,,0,1.2
"Saturday, February 01, 2025",Region 4,Facility 22,1416.0388,EF,784.4,121.35,43872.0,40.0,0,1.0
"Wednesday, November 01, 2023",Region 1,Facility 25,1417.2182,EF,16416.0,60.87,276668.0,40.0,0,0.8
"Tuesday, April 01, 2025",Region 2,Facility 18,1418.403,EF,2567.0,133.98,203959.0,,0,1.2
"Wednesday, November 01, 2023",Region 1,Facility 19,1418.88547,EF,6412.37,89.23,283475.0,40.0,0,0.8
"Friday, December 01, 2023",Region 1,Facility 19,1425.18167,EF,6699.0,88.47,259445.9,40.0,0,0.8
"Wednesday, March 01, 2023",Region 1,Facility 20,1425.90354,EF,3063.07,121.3,44187.4,40.0,0,0.8
"Tuesday, March 01, 2022",Region 4,Facility 22,1426.4418,EF,521.0,102.46,32371.4,40.0,0,1.0
"Saturday, January 01, 2022",Region 4,Facility 22,1426.6863,EF,706.96,109.61,39903.0,40.0,0,1.0
"Friday, April 01, 2022",Region 1,Facility 17,1426.93822,EF,1148.3,195.8,52697.0,40.0,0,0.8
"Saturday, March 01, 2025",Region 1,Facility 20,1429.21762,EF,11536.64,96.37,142784.0,40.0,0,0.8
"Thursday, June 01, 2023",Region 1,Facility 20,1433.19225,EF,5078.93,91.52,66717.6,40.0,0,0.8
"Thursday, December 01, 2022",Region 4,Facility 22,1441.6898,EF,1983.45,101.35,80684.2,40.0,0,1.0
"Friday, March 01, 2024",Region 2,Facility 18,1442.416,EF,1444.0,158.77,203535.0,,0,1.2
"Tuesday, March 01, 2022",Region 1,Facility 25,1443.64605,EF,14823.48,94.93,309923.71,40.0,0,0.8
"Friday, September 01, 2023",Region 2,Facility 16,1444.409,EF,5119.0,186.07,35737.0,,0,1.2
"Tuesday, November 01, 2022",Region 1,Facility 21,1448.096,EF,17474.0,88.08,147600.0,40.0,0,0.8
"Thursday, June 01, 2023",Region 2,Facility 16,1448.392,EF,5662.1,184.98,23020.0,,0,1.2
"Saturday, April 01, 2023",Region 2,Facility 18,1448.5,EF,1890.48,164.36,128000.0,,0,1.2
"Monday, July 01, 2024",Region 1,Facility 23,1449.46563,EF,1117.11,86.64,140908.15,40.0,0,0.8
"Friday, December 01, 2023",Region 2,Facility 16,1450.0,EF,4425.5,201.22,11830.0,,0,1.2
"Tuesday, April 01, 2025",Region 2,Facility 16,1453.027,EF,6468.0,197.42,45360.0,,0,1.2
"Friday, April 01, 2022",Region 4,Facility 22,1453.3547,EF,713.0,104.85,55274.0,40.0,0,1.0
"Thursday, September 01, 2022",Region 1,Facility 20,1459.58984,EF,5717.7,99.12,131023.4,40.0,0,0.8
"Thursday, December 01, 2022",Region 1,Facility 21,1464.496,EF,19295.0,79.5,191050.0,40.0,0,0.8
"Sunday, September 01, 2024",Region 2,Facility 24,1465.27557,EF,18018.0,95.64,206060.0,40.0,0,1.2
"Sunday, December 01, 2024",Region 1,Facility 20,1468.27892,EF,9976.59,135.71,139514.0,40.0,0,0.8
"Wednesday, June 01, 2022",Region 1,Facility 19,1469.20334,EF,6474.77,100.88,292443.0,40.0,0,0.8
"Saturday, July 01, 2023",Region 1,Facility 20,1470.77433,EF,3319.07,73.15,88792.5,40.0,0,0.8
"Thursday, February 01, 2024",Region 4,Facility 22,1472.0666,EF,1433.95,109.16,51065.0,40.0,0,1.0
"Thursday, February 01, 2024",Region 2,Facility 18,1472.369,EF,1536.0,168.73,206673.0,,0,1.2
"Wednesday, May 01, 2024",Region 2,Facility 24,1472.83276,EF,16581.0,117.09,139210.0,40.0,0,1.2
"Thursday, December 01, 2022",Region 1,Facility 20,1473.4275,EF,4389.71,143.45,114140.6,40.0,0,0.8
"Wednesday, June 01, 2022",Region 1,Facility 17,1476.12648,EF,1408.14,194.58,56005.0,40.0,0,0.8
"Saturday, October 01, 2022",Region 1,Facility 39,1476.25426,EF,270.16,1.74,82386.09,40.0,0,0.8
"Monday, May 01, 2023",Region 2,Facility 24,1477.81,EF,14262.0,126.97,186500.0,40.0,0,1.2
"Saturday, January 01, 2022",Region 1,Facility 17,1479.59076,EF,1815.0,254.6,67009.0,40.0,0,0.8
"Tuesday, October 01, 2024",Region 2,Facility 24,1483.66457,EF,17880.0,105.95,134060.0,40.0,0,1.2
"Saturday, April 01, 2023",Region 4,Facility 22,1484.13,EF,850.09,100.95,76072.0,40.0,0,1.0
"Wednesday, March 01, 2023",Region 2,Facility 18,1485.0,EF,2320.4,166.47,191000.0,,0,1.2
"Sunday, December 01, 2024",Region 2,Facility 18,1485.07653,EF,1722.53,167.5,161328.0,,0,1.2
"Sunday, October 01, 2023",Region 1,Facility 20,1489.16361,EF,9180.9,105.03,106781.0,40.0,0,0.8
"Sunday, January 01, 2023",Region 4,Facility 22,1493.778,EF,1251.46,107.94,61179.48,40.0,0,1.0
"Friday, March 01, 2024",Region 1,Facility 19,1494.88789,EF,6830.63,98.65,299952.0,40.0,0,0.8
"Sunday, September 01, 2024",Region 2,Facility 16,1495.592,EF,5986.5,199.91,38530.0,,0,1.2
"Monday, January 01, 2024",Region 1,Facility 19,1497.77872,EF,7172.0,98.33,288717.0,40.0,0,0.8
"Saturday, March 01, 2025",Region 1,Facility 23,1498.43667,EF,1334.42,94.9,82733.4,40.0,0,0.8
"Monday, January 01, 2024",Region 1,Facility 23,1498.70668,EF,1052.08,80.71,77839.0,40.0,0,0.8
"Thursday, August 01, 2024",Region 2,Facility 24,1499.32657,EF,14903.0,85.34,61500.0,40.0,0,1.2
"Thursday, August 01, 2024",Region 1,Facility 23,1501.48246,EF,1061.94,91.05,114095.95,40.0,0,0.8
"Saturday, June 01, 2024",Region 1,Facility 23,1507.5032,EF,1239.36,83.79,110222.43,40.0,0,0.8
"Sunday, January 01, 2023",Region 1,Facility 23,1510.77743,EF,1363.04,91.71,112137.0,40.0,0,0.8
"Tuesday, November 01, 2022",Region 4,Facility 22,1511.749,EF,1632.85,107.46,85598.1,40.0,0,1.0
"Sunday, May 01, 2022",Region 4,Facility 22,1512.0372,EF,821.0,102.08,61854.0,40.0,0,1.0
"Thursday, September 01, 2022",Region 1,Facility 21,1512.852,EF,16410.0,96.78,205600.0,40.0,0,0.8
"Thursday, February 01, 2024",Region 1,Facility 23,1515.50397,EF,1035.24,87.17,87461.6,40.0,0,0.8
"Monday, August 01, 2022",Region 4,Facility 22,1515.6604,EF,1102.13,126.05,71745.98,40.0,0,1.0
"Sunday, May 01, 2022",Region 1,Facility 23,1516.61889,EF,1954.56,103.3,134569.0,40.0,0,0.8
"Sunday, October 01, 2023",Region 2,Facility 24,1519.491,EF,16866.0,119.76,84880.0,40.0,0,1.2
"Monday, April 01, 2024",Region 2,Facility 24,1522.03657,EF,14443.0,134.77,93170.0,40.0,0,1.2
"Tuesday, March 01, 2022",Region 1,Facility 23,1526.90605,EF,1403.88,88.4,183380.0,40.0,0,0.8
"Thursday, December 01, 2022",Region 1,Facility 23,1527.7369,EF,1492.12,90.9,142111.0,40.0,0,0.8
"Friday, April 01, 2022",Region 1,Facility 21,1530.163,EF,20817.0,62.59,221180.0,40.0,0,0.8
"Wednesday, February 01, 2023",Region 2,Facility 18,1532.0,EF,2934.03,172.87,157000.0,,0,1.2
"Sunday, October 01, 2023",Region 1,Facility 23,1532.15303,EF,1462.67,91.12,184722.6,40.0,0,0.8
"Tuesday, February 01, 2022",Region 1,Facility 25,1532.6261,EF,17420.63,92.19,300550.9,40.0,0,0.8
"Sunday, January 01, 2023",Region 1,Facility 21,1532.961,EF,18552.0,84.2,183620.0,40.0,0,0.8
"Tuesday, February 01, 2022",Region 1,Facility 17,1533.11574,EF,1953.62,256.93,66851.0,40.0,0,0.8
"Saturday, July 01, 2023",Region 2,Facility 16,1534.138,EF,6807.5,192.49,13743.0,,0,1.2
"Friday, April 01, 2022",Region 1,Facility 23,1535.4611,EF,1466.25,100.33,121775.0,40.0,0,0.8
"Monday, July 01, 2024",Region 1,Facility 17,1536.56695,EF,831.64,202.21,35773.0,40.0,0,0.8
"Thursday, June 01, 2023",Region 2,Facility 24,1537.167,EF,15661.0,112.29,40860.0,40.0,0,1.2
"Wednesday, May 01, 2024",Region 1,Facility 20,1537.6133,EF,11375.94,105.31,148555.5,40.0,0,0.8
"Sunday, June 01, 2025",Region 1,Facility 23,1539.80976,EF,1229.57,107.19,99541.8,40.0,0,0.8
"Sunday, December 01, 2024",Region 1,Facility 25,1541.7186,EF,20592.7,40.14,272964.0,40.0,0,0.8
"Wednesday, June 01, 2022",Region 2,Facility 16,1543.213,EF,6042.0,182.9,18705.0,,0,1.2
"Wednesday, November 01, 2023",Region 1,Facility 23,1546.40952,EF,1338.57,94.35,164627.85,40.0,0,0.8
"Monday, May 01, 2023",Region 2,Facility 16,1550.311,EF,4786.8,210.81,23160.0,,0,1.2
"Wednesday, March 01, 2023",Region 4,Facility 22,1553.3933,EF,967.35,109.27,90305.3,40.0,0,1.0
"Monday, August 01, 2022",Region 1,Facility 23,1557.46528,EF,1492.63,87.88,120547.77,40.0,0,0.8
"Wednesday, January 01, 2025",Region 4,Facility 22,1558.3284,EF,744.35,127.28,51072.0,40.0,0,1.0
"Wednesday, February 01, 2023",Region 1,Facility 23,1559.01563,EF,1494.56,90.53,228820.95,40.0,0,0.8
"Friday, March 01, 2024",Region 4,Facility 22,1559.9664,EF,1287.06,105.67,59349.7,40.0,0,1.0
"Tuesday, August 01, 2023",Region 1,Facility 20,1560.83449,EF,5538.94,93.46,87776.0,40.0,0,0.8
"Monday, April 01, 2024",Region 1,Facility 23,1560.92319,EF,1239.06,84.32,136781.0,40.0,0,0.8
"Friday, September 01, 2023",Region 2,Facility 24,1563.431,EF,17933.0,109.25,111580.0,40.0,0,1.2
"Friday, September 01, 2023",Region 1,Facility 23,1563.89063,EF,1402.73,87.59,90122.68,40.0,0,0.8
"Thursday, December 01, 2022",Region 1,Facility 25,1567.93551,EF,20181.0,74.92,339035.0,40.0,0,0.8
"Tuesday, March 01, 2022",Region 1,Facility 17,1568.53838,EF,1499.93,239.07,49439.0,40.0,0,0.8
"Sunday, October 01, 2023",Region 1,Facility 25,1574.63145,EF,16242.0,58.75,272182.0,40.0,0,0.8
"Friday, July 01, 2022",Region 1,Facility 23,1574.81221,EF,1371.93,88.78,156800.0,40.0,0,0.8
"Thursday, May 01, 2025",Region 1,Facility 23,1577.11443,EF,1253.69,109.75,103490.34,40.0,0,0.8
"Monday, January 01, 2024",Region 1,Facility 20,1578.65814,EF,7618.71,166.31,112480.0,40.0,0,0.8
"Saturday, April 01, 2023",Region 1,Facility 23,1578.93903,EF,1168.98,79.36,136159.0,40.0,0,0.8
"Saturday, October 01, 2022",Region 1,Facility 21,1579.236,EF,18793.0,95.26,211500.0,40.0,0,0.8
"Friday, November 01, 2024",Region 1,Facility 25,1579.3027,EF,18515.0,35.61,319296.0,40.0,0,0.8
"Sunday, October 01, 2023",Region 1,Facility 21,1580.711,EF,18279.0,97.08,972280.0,40.0,0,0.8
"Monday, January 01, 2024",Region 4,Facility 22,1581.1961,EF,1498.06,121.08,56233.0,40.0,0,1.0
"Saturday, June 01, 2024",Region 1,Facility 21,1588.351,EF,21839.0,76.33,398520.0,,0,0.8
"Friday, December 01, 2023",Region 4,Facility 22,1589.8167,EF,963.62,123.53,63591.5,40.0,0,1.0
"Sunday, October 01, 2023",Region 2,Facility 16,1591.718,EF,6344.2,213.52,32100.0,,0,1.2
"Tuesday, July 01, 2025",Region 2,Facility 24,1592.00884,EF,19766.0,83.45,177670.0,40.0,0,1.2
"Thursday, June 01, 2023",Region 1,Facility 21,1592.486,EF,16192.0,105.46,239420.0,40.0,0,0.8
"Wednesday, June 01, 2022",Region 4,Facility 22,1594.2892,EF,919.8,116.83,52062.0,40.0,0,1.0
"Saturday, July 01, 2023",Region 1,Facility 23,1595.16946,EF,1141.27,96.71,157966.0,40.0,0,0.8
"Monday, May 01, 2023",Region 4,Facility 22,1596.3946,EF,923.96,112.42,67726.0,40.0,0,1.0
"Tuesday, March 01, 2022",Region 1,Facility 19,1597.80058,EF,7989.76,100.46,273858.0,40.0,0,0.8
"Wednesday, June 01, 2022",Region 1,Facility 21,1599.503,EF,23532.0,99.02,211800.0,40.0,0,0.8
"Saturday, April 01, 2023",Region 1,Facility 21,1601.07152,EF,15907.0,109.28,180520.0,40.0,0,0.8
"Tuesday, July 01, 2025",Region 1,Facility 23,1601.33875,EF,1188.99,116.83,104274.15,40.0,0,0.8
"Tuesday, April 01, 2025",Region 2,Facility 24,1605.42084,EF,17262.0,128.82,103480.0,40.0,0,1.2
"Monday, April 01, 2024",Region 4,Facility 22,1612.4646,EF,1160.85,113.27,57195.0,40.0,0,1.0
"Monday, July 01, 2024",Region 2,Facility 16,1614.046,EF,7196.7,206.42,19600.0,,0,1.2
"Sunday, January 01, 2023",Region 1,Facility 25,1614.68416,EF,18916.92,88.39,247870.0,40.0,0,0.8
"Thursday, September 01, 2022",Region 1,Facility 23,1614.75867,EF,1458.85,94.54,166883.0,40.0,0,0.8
"Wednesday, February 01, 2023",Region 1,Facility 25,1614.87642,EF,20525.87,57.55,288733.0,40.0,0,0.8
"Monday, May 01, 2023",Region 1,Facility 17,1617.57223,EF,747.91,218.51,53881.0,40.0,0,0.8
"Tuesday, November 01, 2022",Region 1,Facility 23,1618.73249,EF,1443.74,96.72,117274.0,40.0,0,0.8
"Wednesday, May 01, 2024",Region 1,Facility 23,1621.56421,EF,1405.26,96.93,129500.0,40.0,0,0.8
"Saturday, July 01, 2023",Region 4,Facility 22,1622.5498,EF,1137.0,113.47,48946.23,40.0,0,1.0
"Monday, January 01, 2024",Region 1,Facility 25,1623.90126,EF,19839.0,88.37,256964.0,40.0,0,0.8
"Friday, September 01, 2023",Region 1,Facility 20,1624.16574,EF,8248.01,102.19,117265.5,40.0,0,0.8
"Friday, March 01, 2024",Region 1,Facility 23,1627.98421,EF,1240.79,91.4,119113.97,40.0,0,0.8
"Thursday, June 01, 2023",Region 1,Facility 23,1628.67132,EF,1266.64,91.71,141755.0,40.0,0,0.8
"Thursday, September 01, 2022",Region 2,Facility 24,1629.5462,EF,15207.0,110.42,121020.0,40.0,0,1.2
"Saturday, October 01, 2022",Region 1,Facility 23,1632.56986,EF,1486.5,98.71,122142.0,40.0,0,0.8
"Saturday, February 01, 2025",Region 2,Facility 18,1632.835,EF,2419.0,187.89,206256.0,,0,1.2
"Tuesday, August 01, 2023",Region 1,Facility 17,1634.33994,EF,1036.27,238.3,61769.0,40.0,0,0.8
"Tuesday, November 01, 2022",Region 1,Facility 17,1634.37453,EF,1401.04,217.61,86997.0,40.0,0,0.8
"Tuesday, April 01, 2025",Region 4,Facility 22,1637.186,EF,1286.15,130.44,69316.0,40.0,0,1.0
"Friday, August 01, 2025",Region 1,Facility 23,1637.43236,EF,1089.82,104.07,98084.26,40.0,0,0.8
"Tuesday, August 01, 2023",Region 2,Facility 24,1640.159,EF,16913.0,114.49,137540.0,40.0,0,1.2
"Saturday, March 01, 2025",Region 4,Facility 22,1640.9972,EF,1225.98,129.85,87519.0,40.0,0,1.0
"Saturday, February 01, 2025",Region 2,Facility 16,1643.917,EF,5697.0,230.33,24456.0,,0,1.2
"Thursday, September 01, 2022",Region 1,Facility 17,1646.48278,EF,1964.37,253.99,74735.0,40.0,0,0.8
"Thursday, September 01, 2022",Region 4,Facility 22,1647.266,EF,1041.45,127.72,54704.15,40.0,0,1.0
"Saturday, July 01, 2023",Region 2,Facility 24,1647.581,EF,15337.0,113.58,102370.0,40.0,0,1.2
"Tuesday, November 01, 2022",Region 4,Facility 26,1649.08409,EF,727.87,120.28,51839.26,,0,1.0
"Friday, July 01, 2022",Region 2,Facility 24,1650.3772,EF,13029.0,105.53,112240.0,40.0,0,1.2
"Monday, August 01, 2022",Region 1,Facility 21,1650.47,EF,20574.0,104.48,266380.0,40.0,0,0.8
"Monday, July 01, 2024",Region 2,Facility 24,1656.94257,EF,16466.0,96.95,90500.0,40.0,0,1.2
"Wednesday, January 01, 2025",Region 1,Facility 25,1658.44134,EF,18548.59,52.61,273785.68,40.0,0,0.8
"Wednesday, March 01, 2023",Region 1,Facility 17,1660.65858,EF,1786.86,220.72,52328.0,40.0,0,0.8
"Tuesday, November 01, 2022",Region 2,Facility 16,1663.208,EF,5825.0,222.94,21920.0,,0,1.2
"Wednesday, November 01, 2023",Region 4,Facility 22,1665.731,EF,1428.4,130.25,36705.12,40.0,0,1.0
"Friday, July 01, 2022",Region 1,Facility 17,1666.28166,EF,974.45,252.07,42874.0,40.0,0,0.8
"Saturday, April 01, 2023",Region 2,Facility 24,1669.75,EF,11789.0,180.47,132590.0,40.0,0,1.2
"Tuesday, February 01, 2022",Region 2,Facility 18,1669.97,EF,3491.22,190.67,164761.0,,0,1.2
"Tuesday, August 01, 2023",Region 1,Facility 23,1670.71294,EF,1074.26,97.59,130208.0,40.0,0,0.8
"Saturday, October 01, 2022",Region 1,Facility 25,1679.55839,EF,18691.46,84.01,282533.0,40.0,0,0.8
"Saturday, October 01, 2022",Region 1,Facility 17,1679.75413,EF,1371.48,249.68,71353.0,40.0,0,0.8
"Wednesday, June 01, 2022",Region 4,Facility 26,1679.81195,EF,589.66,154.04,59471.86,,0,1.0
"Tuesday, July 01, 2025",Region 2,Facility 16,1681.104,EF,8794.0,217.42,28721.0,,0,1.2
"Saturday, October 01, 2022",Region 4,Facility 22,1682.8544,EF,1746.02,127.31,80030.27,40.0,0,1.0
"Friday, July 01, 2022",Region 4,Facility 22,1683.9957,EF,1085.2,127.95,69848.23,40.0,0,1.0
"Monday, May 01, 2023",Region 1,Facility 23,1690.16968,EF,1273.61,99.06,134887.0,40.0,0,0.8
"Monday, August 01, 2022",Region 1,Facility 17,1693.02937,EF,1104.11,261.24,69275.0,40.0,0,0.8
"Thursday, June 01, 2023",Region 1,Facility 17,1695.66801,EF,776.75,226.17,33687.0,40.0,0,0.8
"Wednesday, February 01, 2023",Region 1,Facility 21,1698.417,EF,25316.0,101.16,194860.0,40.0,0,0.8
"Sunday, May 01, 2022",Region 1,Facility 20,1702.23845,EF,3210.0,148.13,90780.0,40.0,0,0.8
"Friday, November 01, 2024",Region 4,Facility 22,1703.7613,EF,827.67,143.17,96883.0,40.0,0,1.0
"Monday, May 01, 2023",Region 1,Facility 21,1704.855,EF,20310.0,101.5,204630.0,40.0,0,0.8
"Thursday, December 01, 2022",Region 1,Facility 17,1707.42395,EF,1788.14,241.86,58779.0,40.0,0,0.8
"Sunday, May 01, 2022",Region 2,Facility 24,1711.2638,EF,15717.0,129.41,145830.0,40.0,0,1.2
"Wednesday, January 01, 2025",Region 1,Facility 21,1711.998,EF,17793.0,83.8,345570.0,,0,0.8
"Wednesday, March 01, 2023",Region 1,Facility 21,1715.085,EF,25199.0,95.69,222990.0,40.0,0,0.8
"Thursday, June 01, 2023",Region 4,Facility 22,1715.671,EF,1058.96,131.62,88081.0,40.0,0,1.0
"Tuesday, March 01, 2022",Region 1,Facility 20,1715.79944,EF,1028.98,173.08,14980.0,40.0,0,0.8
"Wednesday, March 01, 2023",Region 1,Facility 23,1716.94516,EF,1499.24,98.47,174727.03,40.0,0,0.8
"Tuesday, October 01, 2024",Region 2,Facility 16,1717.982,EF,7432.9,230.63,19747.0,,0,1.2
"Thursday, December 01, 2022",Region 2,Facility 18,1719.665,EF,2074.55,207.3,131000.0,,0,1.2
"Friday, April 01, 2022",Region 4,Facility 26,1721.43834,EF,590.88,173.14,69174.6,,0,1.0
"Saturday, October 01, 2022",Region 4,Facility 26,1722.2869,EF,751.98,115.63,83891.0,,0,1.0
"Friday, March 01, 2024",Region 1,Facility 25,1725.4034,EF,20067.0,41.12,328406.0,40.0,0,0.8
"Saturday, March 01, 2025",Region 2,Facility 18,1726.195,EF,2983.0,187.31,234760.0,,0,1.2
"Friday, December 01, 2023",Region 1,Facility 25,1728.91367,EF,22069.0,91.48,260383.0,40.0,0,0.8
"Friday, August 01, 2025",Region 2,Facility 40,1734.29273,EF,6661.0,109.49,148000.0,,0,1.2
"Sunday, January 01, 2023",Region 1,Facility 20,1735.37559,EF,12094.69,178.22,130486.55,40.0,0,0.8
"Saturday, February 01, 2025",Region 1,Facility 25,1741.87698,EF,21244.17,41.17,284589.0,40.0,0,0.8
"Wednesday, June 01, 2022",Region 2,Facility 24,1742.0946,EF,14777.0,118.04,116980.0,40.0,0,1.2
"Saturday, January 01, 2022",Region 1,Facility 21,1742.72672,EF,16110.0,126.66,189410.0,40.0,0,0.8
"Monday, August 01, 2022",Region 2,Facility 24,1743.3026,EF,16737.0,108.73,125920.0,40.0,0,1.2
"Sunday, May 01, 2022",Region 1,Facility 21,1743.618,EF,22437.0,104.47,302310.0,40.0,0,0.8
"Friday, November 01, 2024",Region 2,Facility 24,1746.20057,EF,16952.0,156.47,122370.0,40.0,0,1.2
"Tuesday, March 01, 2022",Region 1,Facility 21,1746.835,EF,24240.0,56.92,334230.0,40.0,0,0.8
"Friday, March 01, 2024",Region 1,Facility 21,1754.411,EF,18119.77,101.55,743140.0,,0,0.8
"Tuesday, March 01, 2022",Region 2,Facility 18,1756.722,EF,3587.63,194.57,183385.0,,0,1.2
"Saturday, July 01, 2023",Region 1,Facility 17,1761.10948,EF,813.22,231.83,41454.0,40.0,0,0.8
"Wednesday, June 01, 2022",Region 1,Facility 20,1774.55855,EF,1436.0,157.09,28420.0,40.0,0,0.8
"Monday, January 01, 2024",Region 2,Facility 18,1775.101,EF,1361.0,218.67,127734.0,,0,1.2
"Friday, August 01, 2025",Region 4,Facility 22,1775.1662,EF,1208.35,138.08,95080.0,40.0,0,1.0
"Sunday, June 01, 2025",Region 2,Facility 40,1776.68131,EF,7008.0,123.32,128780.0,,0,1.2
"Friday, September 01, 2023",Region 1,Facility 21,1776.985,EF,19509.15,116.34,3094798.0,40.0,0,0.8
"Sunday, May 01, 2022",Region 4,Facility 26,1779.4374,EF,589.66,174.69,51820.21,,0,1.0
"Monday, April 01, 2024",Region 2,Facility 16,1781.801,EF,5119.3,253.38,45349.0,,0,1.2
"Thursday, August 01, 2024",Region 2,Facility 40,1782.07668,EF,7735.0,136.16,174820.0,40.0,0,1.2
"Tuesday, February 01, 2022",Region 1,Facility 21,1784.265,EF,22549.0,95.14,240950.0,40.0,0,0.8
"Friday, April 01, 2022",Region 2,Facility 16,1786.816,EF,6995.0,232.68,19940.0,,0,1.2
"Friday, September 01, 2023",Region 4,Facility 22,1787.2046,EF,1321.96,141.46,68481.4,40.0,0,1.0
"Thursday, May 01, 2025",Region 4,Facility 22,1790.1997,EF,1314.3,140.53,76368.0,40.0,0,1.0
"Monday, August 01, 2022",Region 1,Facility 20,1802.72462,EF,4564.3,121.45,138060.78,40.0,0,0.8
"Tuesday, March 01, 2022",Region 4,Facility 26,1802.77764,EF,578.6,193.68,44320.52,,0,1.0
"Tuesday, October 01, 2024",Region 4,Facility 22,1807.819,EF,1253.0,155.65,93611.0,40.0,0,1.0
"Friday, April 01, 2022",Region 1,Facility 20,1816.15004,EF,2000.0,179.95,12132.0,40.0,0,0.8
"Thursday, June 01, 2023",Region 4,Facility 26,1817.46727,EF,515.19,145.72,65890.65,,0,1.0
"Friday, August 01, 2025",Region 1,Facility 21,1818.925,EF,17034.68,107.38,296270.0,,0,0.8
